split,split_index,record_order,record_id,annotation_index,sample,original_symbol,class_id,class_name
DS1_TRAIN,52,0,101,53,16051,N,0,N
DS1_TRAIN,53,0,101,54,16351,N,0,N
DS1_TRAIN,54,0,101,55,16655,N,0,N
DS1_TRAIN,55,0,101,56,16956,N,0,N
DS1_TRAIN,56,0,101,57,17250,N,0,N
DS1_TRAIN,57,0,101,58,17532,N,0,N
DS1_TRAIN,58,0,101,59,17814,N,0,N
DS1_TRAIN,59,0,101,60,18099,N,0,N
DS1_TRAIN,60,0,101,61,18396,N,0,N
DS1_TRAIN,61,0,101,62,18687,N,0,N
DS1_TRAIN,62,0,101,63,18977,N,0,N
DS1_TRAIN,63,0,101,64,19267,N,0,N
DS1_TRAIN,64,0,101,65,19558,N,0,N
DS1_TRAIN,65,0,101,66,19860,N,0,N
DS1_TRAIN,66,0,101,67,20173,N,0,N
DS1_TRAIN,67,0,101,68,20493,N,0,N
DS1_TRAIN,68,0,101,69,20822,N,0,N
DS1_TRAIN,69,0,101,70,21166,N,0,N
DS1_TRAIN,70,0,101,71,21498,N,0,N
DS1_TRAIN,71,0,101,72,21808,N,0,N
DS1_TRAIN,72,0,101,73,22130,N,0,N
DS1_TRAIN,73,0,101,74,22451,N,0,N
DS1_TRAIN,74,0,101,75,22782,N,0,N
DS1_TRAIN,75,0,101,76,23126,N,0,N
DS1_TRAIN,76,0,101,77,23457,N,0,N
DS1_TRAIN,77,0,101,78,23774,N,0,N
DS1_TRAIN,78,0,101,79,24090,N,0,N
DS1_TRAIN,79,0,101,80,24404,N,0,N
DS1_TRAIN,80,0,101,81,24720,N,0,N
DS1_TRAIN,81,0,101,82,25040,N,0,N
DS1_TRAIN,82,0,101,83,25374,N,0,N
DS1_TRAIN,83,0,101,84,25704,N,0,N
DS1_TRAIN,84,0,101,85,26008,N,0,N
DS1_TRAIN,85,0,101,86,26310,N,0,N
DS1_TRAIN,86,0,101,87,26637,N,0,N
DS1_TRAIN,87,0,101,88,26967,N,0,N
DS1_TRAIN,88,0,101,89,27303,N,0,N
DS1_TRAIN,89,0,101,90,27621,N,0,N
DS1_TRAIN,90,0,101,91,27934,N,0,N
DS1_TRAIN,91,0,101,92,28243,N,0,N
DS1_TRAIN,92,0,101,93,28559,N,0,N
DS1_TRAIN,93,0,101,94,28861,N,0,N
DS1_TRAIN,94,0,101,95,29155,N,0,N
DS1_TRAIN,95,0,101,96,29467,N,0,N
DS1_TRAIN,96,0,101,97,29782,N,0,N
DS1_TRAIN,97,0,101,98,30088,N,0,N
DS1_TRAIN,98,0,101,99,30387,N,0,N
DS1_TRAIN,99,0,101,100,30688,N,0,N
DS1_TRAIN,100,0,101,101,30985,N,0,N
DS1_TRAIN,101,0,101,102,31310,N,0,N
DS1_TRAIN,102,0,101,103,31634,N,0,N
DS1_TRAIN,103,0,101,104,31947,N,0,N
DS1_TRAIN,104,0,101,105,32262,N,0,N
DS1_TRAIN,105,0,101,106,32565,N,0,N
DS1_TRAIN,106,0,101,107,32866,N,0,N
DS1_TRAIN,107,0,101,108,33165,N,0,N
DS1_TRAIN,108,0,101,109,33467,N,0,N
DS1_TRAIN,109,0,101,110,33777,N,0,N
DS1_TRAIN,110,0,101,111,34092,N,0,N
DS1_TRAIN,111,0,101,112,34391,N,0,N
DS1_TRAIN,112,0,101,113,34679,N,0,N
DS1_TRAIN,113,0,101,114,34980,N,0,N
DS1_TRAIN,114,0,101,115,35288,N,0,N
DS1_TRAIN,115,0,101,116,35598,N,0,N
DS1_TRAIN,116,0,101,117,35912,N,0,N
DS1_TRAIN,117,0,101,118,36217,N,0,N
DS1_TRAIN,118,0,101,119,36529,N,0,N
DS1_TRAIN,119,0,101,120,36837,N,0,N
DS1_TRAIN,120,0,101,121,37141,N,0,N
DS1_TRAIN,121,0,101,122,37450,N,0,N
DS1_TRAIN,122,0,101,123,37773,N,0,N
DS1_TRAIN,123,0,101,124,38099,N,0,N
DS1_TRAIN,124,0,101,125,38430,N,0,N
DS1_TRAIN,125,0,101,126,38748,N,0,N
DS1_TRAIN,126,0,101,127,39059,N,0,N
DS1_TRAIN,127,0,101,128,39376,N,0,N
DS1_TRAIN,128,0,101,129,39692,N,0,N
DS1_TRAIN,129,0,101,130,40013,N,0,N
DS1_TRAIN,130,0,101,131,40340,N,0,N
DS1_TRAIN,131,0,101,133,40668,N,0,N
DS1_TRAIN,132,0,101,135,40976,N,0,N
DS1_TRAIN,133,0,101,136,41265,N,0,N
DS1_TRAIN,134,0,101,137,41543,N,0,N
DS1_TRAIN,135,0,101,138,41829,N,0,N
DS1_TRAIN,136,0,101,140,42126,N,0,N
DS1_TRAIN,137,0,101,141,42421,N,0,N
DS1_TRAIN,138,0,101,142,42714,N,0,N
DS1_TRAIN,139,0,101,143,42990,N,0,N
DS1_TRAIN,140,0,101,144,43268,N,0,N
DS1_TRAIN,141,0,101,145,43546,N,0,N
DS1_TRAIN,142,0,101,146,43816,N,0,N
DS1_TRAIN,143,0,101,147,44095,N,0,N
DS1_TRAIN,144,0,101,148,44387,N,0,N
DS1_TRAIN,145,0,101,149,44676,N,0,N
DS1_TRAIN,146,0,101,150,44977,N,0,N
DS1_TRAIN,147,0,101,151,45270,N,0,N
DS1_TRAIN,148,0,101,152,45553,N,0,N
DS1_TRAIN,149,0,101,153,45839,N,0,N
DS1_TRAIN,150,0,101,154,46138,N,0,N
DS1_TRAIN,151,0,101,155,46440,N,0,N
DS1_TRAIN,152,0,101,156,46750,N,0,N
DS1_TRAIN,153,0,101,157,47060,N,0,N
DS1_TRAIN,154,0,101,158,47359,N,0,N
DS1_TRAIN,155,0,101,159,47655,N,0,N
DS1_TRAIN,156,0,101,160,47944,N,0,N
DS1_TRAIN,157,0,101,161,48228,N,0,N
DS1_TRAIN,158,0,101,162,48517,N,0,N
DS1_TRAIN,159,0,101,163,48821,N,0,N
DS1_TRAIN,160,0,101,164,49125,N,0,N
DS1_TRAIN,161,0,101,165,49422,N,0,N
DS1_TRAIN,162,0,101,166,49699,N,0,N
DS1_TRAIN,163,0,101,167,49978,N,0,N
DS1_TRAIN,164,0,101,168,50248,N,0,N
DS1_TRAIN,165,0,101,169,50527,N,0,N
DS1_TRAIN,166,0,101,170,50816,N,0,N
DS1_TRAIN,167,0,101,171,51114,N,0,N
DS1_TRAIN,168,0,101,172,51400,N,0,N
DS1_TRAIN,169,0,101,173,51687,N,0,N
DS1_TRAIN,170,0,101,174,51965,N,0,N
DS1_TRAIN,171,0,101,175,52239,N,0,N
DS1_TRAIN,172,0,101,176,52512,N,0,N
DS1_TRAIN,173,0,101,177,52794,N,0,N
DS1_TRAIN,174,0,101,178,53087,N,0,N
DS1_TRAIN,175,0,101,179,53381,N,0,N
DS1_TRAIN,176,0,101,180,53667,N,0,N
DS1_TRAIN,177,0,101,181,53947,N,0,N
DS1_TRAIN,178,0,101,182,54221,N,0,N
DS1_TRAIN,179,0,101,183,54517,N,0,N
DS1_TRAIN,180,0,101,184,54814,N,0,N
DS1_TRAIN,181,0,101,185,55107,N,0,N
DS1_TRAIN,182,0,101,186,55405,N,0,N
DS1_TRAIN,183,0,101,187,55710,N,0,N
DS1_TRAIN,184,0,101,188,56011,N,0,N
DS1_TRAIN,185,0,101,189,56307,N,0,N
DS1_TRAIN,186,0,101,190,56607,N,0,N
DS1_TRAIN,187,0,101,191,56918,N,0,N
DS1_TRAIN,188,0,101,192,57252,N,0,N
DS1_TRAIN,189,0,101,193,57592,N,0,N
DS1_TRAIN,190,0,101,194,57928,N,0,N
DS1_TRAIN,191,0,101,195,58245,N,0,N
DS1_TRAIN,192,0,101,196,58542,N,0,N
DS1_TRAIN,193,0,101,197,58845,N,0,N
DS1_TRAIN,194,0,101,198,59166,N,0,N
DS1_TRAIN,195,0,101,199,59490,N,0,N
DS1_TRAIN,196,0,101,200,59822,N,0,N
DS1_TRAIN,197,0,101,201,60156,N,0,N
DS1_TRAIN,198,0,101,202,60477,N,0,N
DS1_TRAIN,199,0,101,203,60784,N,0,N
DS1_TRAIN,200,0,101,204,61089,N,0,N
DS1_TRAIN,201,0,101,205,61395,N,0,N
DS1_TRAIN,202,0,101,206,61727,N,0,N
DS1_TRAIN,203,0,101,207,62058,N,0,N
DS1_TRAIN,204,0,101,208,62359,N,0,N
DS1_TRAIN,205,0,101,209,62672,N,0,N
DS1_TRAIN,206,0,101,210,62994,N,0,N
DS1_TRAIN,207,0,101,212,63315,N,0,N
DS1_TRAIN,208,0,101,214,63631,N,0,N
DS1_TRAIN,209,0,101,215,63967,N,0,N
DS1_TRAIN,210,0,101,216,64292,N,0,N
DS1_TRAIN,211,0,101,217,64627,N,0,N
DS1_TRAIN,212,0,101,218,64929,N,0,N
DS1_TRAIN,213,0,101,219,65245,N,0,N
DS1_TRAIN,214,0,101,220,65576,N,0,N
DS1_TRAIN,215,0,101,221,65906,N,0,N
DS1_TRAIN,216,0,101,222,66225,N,0,N
DS1_TRAIN,217,0,101,223,66564,N,0,N
DS1_TRAIN,218,0,101,224,66890,N,0,N
DS1_TRAIN,219,0,101,225,67198,N,0,N
DS1_TRAIN,220,0,101,226,67510,N,0,N
DS1_TRAIN,221,0,101,227,67832,N,0,N
DS1_TRAIN,222,0,101,228,68164,N,0,N
DS1_TRAIN,223,0,101,229,68505,N,0,N
DS1_TRAIN,224,0,101,230,68830,N,0,N
DS1_TRAIN,225,0,101,231,69136,N,0,N
DS1_TRAIN,226,0,101,232,69446,N,0,N
DS1_TRAIN,227,0,101,233,69757,N,0,N
DS1_TRAIN,228,0,101,234,70082,N,0,N
DS1_TRAIN,229,0,101,235,70417,N,0,N
DS1_TRAIN,230,0,101,236,70752,N,0,N
DS1_TRAIN,231,0,101,237,71088,N,0,N
DS1_TRAIN,232,0,101,238,71400,N,0,N
DS1_TRAIN,233,0,101,239,71710,N,0,N
DS1_TRAIN,234,0,101,240,72021,N,0,N
DS1_TRAIN,235,0,101,241,72350,N,0,N
DS1_TRAIN,236,0,101,242,72680,N,0,N
DS1_TRAIN,237,0,101,243,73002,N,0,N
DS1_TRAIN,238,0,101,244,73307,N,0,N
DS1_TRAIN,239,0,101,245,73600,N,0,N
DS1_TRAIN,240,0,101,246,73912,N,0,N
DS1_TRAIN,241,0,101,247,74229,N,0,N
DS1_TRAIN,242,0,101,248,74556,N,0,N
DS1_TRAIN,243,0,101,249,74896,N,0,N
DS1_TRAIN,244,0,101,250,75213,N,0,N
DS1_TRAIN,245,0,101,251,75537,N,0,N
DS1_TRAIN,246,0,101,252,75854,N,0,N
DS1_TRAIN,247,0,101,253,76167,N,0,N
DS1_TRAIN,248,0,101,254,76493,N,0,N
DS1_TRAIN,249,0,101,255,76831,N,0,N
DS1_TRAIN,250,0,101,256,77161,N,0,N
DS1_TRAIN,251,0,101,257,77498,N,0,N
DS1_TRAIN,252,0,101,258,77827,N,0,N
DS1_TRAIN,253,0,101,259,78147,N,0,N
DS1_TRAIN,254,0,101,260,78474,N,0,N
DS1_TRAIN,255,0,101,261,78815,N,0,N
DS1_TRAIN,256,0,101,262,79159,N,0,N
DS1_TRAIN,257,0,101,263,79516,N,0,N
DS1_TRAIN,258,0,101,264,79853,N,0,N
DS1_TRAIN,259,0,101,265,80161,N,0,N
DS1_TRAIN,260,0,101,266,80464,N,0,N
DS1_TRAIN,261,0,101,267,80773,N,0,N
DS1_TRAIN,262,0,101,268,81107,N,0,N
DS1_TRAIN,263,0,101,269,81452,N,0,N
DS1_TRAIN,264,0,101,270,81790,N,0,N
DS1_TRAIN,265,0,101,271,82113,N,0,N
DS1_TRAIN,266,0,101,272,82443,N,0,N
DS1_TRAIN,267,0,101,273,82773,N,0,N
DS1_TRAIN,268,0,101,274,83107,N,0,N
DS1_TRAIN,269,0,101,275,83433,N,0,N
DS1_TRAIN,270,0,101,276,83777,N,0,N
DS1_TRAIN,271,0,101,277,84118,N,0,N
DS1_TRAIN,272,0,101,278,84427,N,0,N
DS1_TRAIN,273,0,101,279,84735,N,0,N
DS1_TRAIN,274,0,101,280,85072,N,0,N
DS1_TRAIN,275,0,101,281,85418,N,0,N
DS1_TRAIN,276,0,101,282,85752,N,0,N
DS1_TRAIN,277,0,101,283,86068,N,0,N
DS1_TRAIN,278,0,101,284,86372,N,0,N
DS1_TRAIN,279,0,101,285,86683,N,0,N
DS1_TRAIN,280,0,101,286,86992,N,0,N
DS1_TRAIN,281,0,101,287,87305,N,0,N
DS1_TRAIN,282,0,101,288,87654,N,0,N
DS1_TRAIN,283,0,101,289,88000,N,0,N
DS1_TRAIN,284,0,101,290,88338,N,0,N
DS1_TRAIN,285,0,101,291,88667,N,0,N
DS1_TRAIN,286,0,101,292,88999,N,0,N
DS1_TRAIN,287,0,101,293,89345,N,0,N
DS1_TRAIN,288,0,101,294,89699,N,0,N
DS1_TRAIN,289,0,101,295,90060,N,0,N
DS1_TRAIN,290,0,101,296,90399,N,0,N
DS1_TRAIN,291,0,101,297,90737,N,0,N
DS1_TRAIN,292,0,101,298,91069,N,0,N
DS1_TRAIN,293,0,101,299,91397,N,0,N
DS1_TRAIN,294,0,101,300,91743,N,0,N
DS1_TRAIN,295,0,101,301,92094,N,0,N
DS1_TRAIN,296,0,101,302,92448,N,0,N
DS1_TRAIN,297,0,101,303,92791,N,0,N
DS1_TRAIN,298,0,101,304,93131,N,0,N
DS1_TRAIN,299,0,101,305,93471,N,0,N
DS1_TRAIN,300,0,101,306,93817,N,0,N
DS1_TRAIN,301,0,101,307,94157,N,0,N
DS1_TRAIN,302,0,101,308,94517,N,0,N
DS1_TRAIN,303,0,101,309,94869,N,0,N
DS1_TRAIN,304,0,101,310,95199,N,0,N
DS1_TRAIN,305,0,101,311,95528,N,0,N
DS1_TRAIN,306,0,101,312,95864,N,0,N
DS1_TRAIN,307,0,101,313,96227,N,0,N
DS1_TRAIN,308,0,101,314,96589,N,0,N
DS1_TRAIN,309,0,101,315,96941,N,0,N
DS1_TRAIN,310,0,101,316,97284,N,0,N
DS1_TRAIN,311,0,101,317,97612,N,0,N
DS1_TRAIN,312,0,101,318,97950,N,0,N
DS1_TRAIN,313,0,101,319,98290,N,0,N
DS1_TRAIN,314,0,101,320,98647,N,0,N
DS1_TRAIN,315,0,101,321,99012,N,0,N
DS1_TRAIN,316,0,101,322,99358,N,0,N
DS1_TRAIN,317,0,101,323,99692,N,0,N
DS1_TRAIN,318,0,101,324,100016,N,0,N
DS1_TRAIN,319,0,101,325,100361,N,0,N
DS1_TRAIN,320,0,101,326,100722,N,0,N
DS1_TRAIN,321,0,101,327,101086,N,0,N
DS1_TRAIN,322,0,101,328,101426,N,0,N
DS1_TRAIN,323,0,101,329,101771,N,0,N
DS1_TRAIN,324,0,101,330,102113,N,0,N
DS1_TRAIN,325,0,101,331,102456,N,0,N
DS1_TRAIN,326,0,101,332,102825,N,0,N
DS1_TRAIN,327,0,101,333,103197,N,0,N
DS1_TRAIN,328,0,101,334,103555,N,0,N
DS1_TRAIN,329,0,101,335,103881,N,0,N
DS1_TRAIN,330,0,101,336,104210,N,0,N
DS1_TRAIN,331,0,101,337,104548,N,0,N
DS1_TRAIN,332,0,101,338,104883,N,0,N
DS1_TRAIN,333,0,101,339,105199,N,0,N
DS1_TRAIN,334,0,101,340,105532,N,0,N
DS1_TRAIN,335,0,101,341,105852,N,0,N
DS1_TRAIN,336,0,101,342,106182,N,0,N
DS1_TRAIN,337,0,101,343,106505,N,0,N
DS1_TRAIN,338,0,101,344,106842,N,0,N
DS1_TRAIN,339,0,101,345,107208,N,0,N
DS1_TRAIN,340,0,101,346,107567,N,0,N
DS1_TRAIN,341,0,101,347,107918,N,0,N
DS1_TRAIN,342,0,101,348,108253,N,0,N
DS1_TRAIN,343,0,101,349,108574,N,0,N
DS1_TRAIN,344,0,101,350,108918,N,0,N
DS1_TRAIN,345,0,101,351,109274,N,0,N
DS1_TRAIN,346,0,101,352,109634,N,0,N
DS1_TRAIN,347,0,101,353,109998,N,0,N
DS1_TRAIN,348,0,101,354,110346,N,0,N
DS1_TRAIN,349,0,101,355,110691,N,0,N
DS1_TRAIN,350,0,101,356,111047,N,0,N
DS1_TRAIN,351,0,101,357,111410,N,0,N
DS1_TRAIN,352,0,101,358,111791,N,0,N
DS1_TRAIN,353,0,101,359,112165,N,0,N
DS1_TRAIN,354,0,101,360,112522,N,0,N
DS1_TRAIN,355,0,101,361,112880,N,0,N
DS1_TRAIN,356,0,101,362,113245,N,0,N
DS1_TRAIN,357,0,101,363,113615,N,0,N
DS1_TRAIN,358,0,101,364,113985,N,0,N
DS1_TRAIN,359,0,101,365,114354,N,0,N
DS1_TRAIN,360,0,101,368,115062,N,0,N
DS1_TRAIN,361,0,101,371,115742,N,0,N
DS1_TRAIN,362,0,101,372,116091,N,0,N
DS1_TRAIN,363,0,101,373,116436,N,0,N
DS1_TRAIN,364,0,101,374,116769,N,0,N
DS1_TRAIN,365,0,101,375,117098,N,0,N
DS1_TRAIN,366,0,101,376,117433,N,0,N
DS1_TRAIN,367,0,101,377,117779,N,0,N
DS1_TRAIN,368,0,101,378,118144,N,0,N
DS1_TRAIN,369,0,101,379,118512,N,0,N
DS1_TRAIN,370,0,101,380,118853,N,0,N
DS1_TRAIN,371,0,101,381,119177,N,0,N
DS1_TRAIN,372,0,101,382,119512,N,0,N
DS1_TRAIN,373,0,101,383,119845,N,0,N
DS1_TRAIN,374,0,101,384,120171,N,0,N
DS1_TRAIN,375,0,101,385,120502,N,0,N
DS1_TRAIN,376,0,101,386,120823,N,0,N
DS1_TRAIN,377,0,101,387,121148,N,0,N
DS1_TRAIN,378,0,101,388,121458,N,0,N
DS1_TRAIN,379,0,101,389,121760,N,0,N
DS1_TRAIN,380,0,101,390,122091,N,0,N
DS1_TRAIN,381,0,101,391,122446,N,0,N
DS1_TRAIN,382,0,101,392,122802,N,0,N
DS1_TRAIN,383,0,101,393,123145,N,0,N
DS1_TRAIN,384,0,101,394,123475,N,0,N
DS1_TRAIN,385,0,101,395,123823,N,0,N
DS1_TRAIN,386,0,101,396,124179,N,0,N
DS1_TRAIN,387,0,101,397,124536,N,0,N
DS1_TRAIN,388,0,101,398,124893,N,0,N
DS1_TRAIN,389,0,101,399,125233,N,0,N
DS1_TRAIN,390,0,101,400,125563,N,0,N
DS1_TRAIN,391,0,101,401,125889,N,0,N
DS1_TRAIN,392,0,101,402,126227,N,0,N
DS1_TRAIN,393,0,101,403,126592,N,0,N
DS1_TRAIN,394,0,101,404,126953,N,0,N
DS1_TRAIN,395,0,101,405,127298,N,0,N
DS1_TRAIN,396,0,101,406,127636,N,0,N
DS1_TRAIN,397,0,101,407,127968,N,0,N
DS1_TRAIN,398,0,101,408,128290,N,0,N
DS1_TRAIN,399,0,101,409,128631,N,0,N
DS1_TRAIN,400,0,101,410,128985,N,0,N
DS1_TRAIN,401,0,101,411,129352,N,0,N
DS1_TRAIN,402,0,101,412,129694,N,0,N
DS1_TRAIN,403,0,101,413,130007,N,0,N
DS1_TRAIN,404,0,101,414,130333,N,0,N
DS1_TRAIN,405,0,101,415,130649,N,0,N
DS1_TRAIN,406,0,101,416,130989,N,0,N
DS1_TRAIN,407,0,101,417,131319,N,0,N
DS1_TRAIN,408,0,101,418,131647,N,0,N
DS1_TRAIN,409,0,101,419,131957,N,0,N
DS1_TRAIN,410,0,101,420,132266,N,0,N
DS1_TRAIN,411,0,101,421,132576,N,0,N
DS1_TRAIN,412,0,101,422,132911,N,0,N
DS1_TRAIN,413,0,101,423,133273,N,0,N
DS1_TRAIN,414,0,101,424,133649,N,0,N
DS1_TRAIN,415,0,101,425,134018,N,0,N
DS1_TRAIN,416,0,101,426,134365,N,0,N
DS1_TRAIN,417,0,101,427,134721,N,0,N
DS1_TRAIN,418,0,101,428,135105,N,0,N
DS1_TRAIN,419,0,101,429,135299,A,1,S
DS1_TRAIN,420,0,101,430,135725,N,0,N
DS1_TRAIN,421,0,101,431,136087,N,0,N
DS1_TRAIN,422,0,101,432,136434,N,0,N
DS1_TRAIN,423,0,101,433,136785,N,0,N
DS1_TRAIN,424,0,101,434,137137,N,0,N
DS1_TRAIN,425,0,101,435,137507,N,0,N
DS1_TRAIN,426,0,101,436,137887,N,0,N
DS1_TRAIN,427,0,101,437,138232,N,0,N
DS1_TRAIN,428,0,101,438,138581,N,0,N
DS1_TRAIN,429,0,101,439,138934,N,0,N
DS1_TRAIN,430,0,101,440,139310,N,0,N
DS1_TRAIN,431,0,101,441,139689,N,0,N
DS1_TRAIN,432,0,101,442,140063,N,0,N
DS1_TRAIN,433,0,101,443,140433,N,0,N
DS1_TRAIN,434,0,101,444,140775,N,0,N
DS1_TRAIN,435,0,101,445,141126,N,0,N
DS1_TRAIN,436,0,101,446,141494,N,0,N
DS1_TRAIN,437,0,101,447,141873,N,0,N
DS1_TRAIN,438,0,101,448,142251,N,0,N
DS1_TRAIN,439,0,101,449,142610,N,0,N
DS1_TRAIN,440,0,101,450,142948,N,0,N
DS1_TRAIN,441,0,101,451,143307,N,0,N
DS1_TRAIN,442,0,101,452,143680,N,0,N
DS1_TRAIN,443,0,101,453,144060,N,0,N
DS1_TRAIN,444,0,101,454,144440,N,0,N
DS1_TRAIN,445,0,101,455,144808,N,0,N
DS1_TRAIN,446,0,101,456,145156,N,0,N
DS1_TRAIN,447,0,101,457,145507,N,0,N
DS1_TRAIN,448,0,101,458,145878,N,0,N
DS1_TRAIN,449,0,101,459,146249,N,0,N
DS1_TRAIN,450,0,101,460,146604,N,0,N
DS1_TRAIN,451,0,101,461,146961,N,0,N
DS1_TRAIN,452,0,101,462,147315,N,0,N
DS1_TRAIN,453,0,101,463,147671,N,0,N
DS1_TRAIN,454,0,101,464,148051,N,0,N
DS1_TRAIN,455,0,101,465,148435,N,0,N
DS1_TRAIN,456,0,101,466,148811,N,0,N
DS1_TRAIN,457,0,101,467,149166,N,0,N
DS1_TRAIN,458,0,101,468,149521,N,0,N
DS1_TRAIN,459,0,101,469,149881,N,0,N
DS1_TRAIN,460,0,101,470,150259,N,0,N
DS1_TRAIN,461,0,101,471,150649,N,0,N
DS1_TRAIN,462,0,101,472,151012,N,0,N
DS1_TRAIN,463,0,101,473,151367,N,0,N
DS1_TRAIN,464,0,101,474,151729,N,0,N
DS1_TRAIN,465,0,101,475,152092,N,0,N
DS1_TRAIN,466,0,101,476,152470,N,0,N
DS1_TRAIN,467,0,101,477,152861,N,0,N
DS1_TRAIN,468,0,101,478,153243,N,0,N
DS1_TRAIN,469,0,101,479,153598,N,0,N
DS1_TRAIN,470,0,101,480,153960,N,0,N
DS1_TRAIN,471,0,101,481,154344,N,0,N
DS1_TRAIN,472,0,101,482,154722,N,0,N
DS1_TRAIN,473,0,101,483,155101,N,0,N
DS1_TRAIN,474,0,101,484,155477,N,0,N
DS1_TRAIN,475,0,101,485,155837,N,0,N
DS1_TRAIN,476,0,101,486,156187,N,0,N
DS1_TRAIN,477,0,101,487,156555,N,0,N
DS1_TRAIN,478,0,101,488,156944,N,0,N
DS1_TRAIN,479,0,101,489,157323,N,0,N
DS1_TRAIN,480,0,101,490,157672,N,0,N
DS1_TRAIN,481,0,101,491,158028,N,0,N
DS1_TRAIN,482,0,101,492,158385,N,0,N
DS1_TRAIN,483,0,101,493,158755,N,0,N
DS1_TRAIN,484,0,101,494,159118,N,0,N
DS1_TRAIN,485,0,101,495,159489,N,0,N
DS1_TRAIN,486,0,101,496,159866,N,0,N
DS1_TRAIN,487,0,101,497,160216,N,0,N
DS1_TRAIN,488,0,101,498,160573,N,0,N
DS1_TRAIN,489,0,101,499,160951,N,0,N
DS1_TRAIN,490,0,101,500,161334,N,0,N
DS1_TRAIN,491,0,101,501,161717,N,0,N
DS1_TRAIN,492,0,101,502,162087,N,0,N
DS1_TRAIN,493,0,101,503,162455,N,0,N
DS1_TRAIN,494,0,101,504,162819,N,0,N
DS1_TRAIN,495,0,101,505,163204,N,0,N
DS1_TRAIN,496,0,101,506,163595,N,0,N
DS1_TRAIN,497,0,101,507,163972,N,0,N
DS1_TRAIN,498,0,101,508,164333,N,0,N
DS1_TRAIN,499,0,101,509,164692,N,0,N
DS1_TRAIN,500,0,101,510,165053,N,0,N
DS1_TRAIN,501,0,101,511,165441,N,0,N
DS1_TRAIN,502,0,101,512,165832,N,0,N
DS1_TRAIN,503,0,101,513,166203,N,0,N
DS1_TRAIN,504,0,101,514,166558,N,0,N
DS1_TRAIN,505,0,101,515,166920,N,0,N
DS1_TRAIN,506,0,101,516,167293,N,0,N
DS1_TRAIN,507,0,101,517,167654,N,0,N
DS1_TRAIN,508,0,101,518,168030,N,0,N
DS1_TRAIN,509,0,101,519,168389,N,0,N
DS1_TRAIN,510,0,101,520,168728,N,0,N
DS1_TRAIN,511,0,101,521,169053,N,0,N
DS1_TRAIN,512,0,101,522,169391,N,0,N
DS1_TRAIN,513,0,101,523,169764,N,0,N
DS1_TRAIN,514,0,101,524,170128,N,0,N
